196	1390
196	1471
186	1089
186	1029
186	154
186	1441
22	1142
22	941
22	51
22	1098
22	1073
22	1320
244	472
244	1218
244	1488
244	779
244	1473
244	864
244	828
244	236
244	804
244	525
166	635
298	1040
298	1521
298	920
298	411
298	154
298	710
115	911
115	1564
115	458
115	766
253	311
253	356
253	1276
253	51
305	564
305	689
305	968
305	1310
305	627
305	74
305	1419
305	104
305	1063
6	1313
6	982
6	346
6	33
6	417
6	38
6	4
6	295
6	851
62	1557
62	484
62	1334
62	813
62	1248
62	1021
62	60
62	548
62	749
62	1479
286	1189
286	420
286	8
286	187
286	214
286	1229
286	729
286	388
286	1338
286	825
286	1099
286	61
200	770
200	138
200	1636
200	606
200	793
200	408
200	822
200	1505
200	629
210	1280
210	251
210	1228
210	1386
210	431
210	1608
224	1156
224	501
224	417
224	615
224	995
224	683
303	35
303	1305
303	365
303	1259
303	36
303	848
303	1518
303	1615
303	1194
303	1405
303	1453
303	306
303	885
303	1319
303	1276
303	322
303	1243
303	1185
303	689
303	1574
122	1266
122	1656
122	295
194	1101
194	583
194	700
194	1479
194	1539
194	1549
194	1089
194	1342
194	738
194	1092
194	1303
194	319
194	810
291	806
291	1030
291	998
291	1084
291	1164
291	321
291	57
291	1201
291	1470
291	453
291	794
291	342
234	1199
234	410
234	1486
234	1290
234	400
234	512
234	1419
234	1179
234	1332
234	426
234	302
234	1510
234	1391
234	502
234	1606
234	716
234	1129
234	849
234	1247
234	900
119	1111
119	265
119	135
119	1626
119	247
119	1391
119	902
119	765
167	1521
167	1395
167	987
299	90
299	920
299	568
299	331
299	1574
299	912
299	66
299	809
299	1452
299	1375
299	43
299	1599
308	387
308	1284
308	1194
308	422
308	1349
308	560
308	875
308	311
308	1461
308	1419
308	1068
308	1418
308	388
308	1567
308	688
308	1658
95	1235
95	638
95	1197
95	836
95	911
95	847
95	1664
95	746
95	1445
95	85
95	1198
95	1065
38	938
38	349
38	412
38	1174
38	1435
102	1300
102	377
102	727
102	526
102	1070
102	740
102	1605
102	1620
102	49
63	1184
63	1425
63	1058
63	168
160	487
160	1221
160	749
160	251
160	236
50	1644
301	1256
301	580
301	1205
301	1073
301	1265
301	231
301	1288
301	898
301	120
301	1262
301	1502
225	229
225	402
290	620
290	1604
290	587
290	1237
290	1518
290	1638
97	487
97	792
97	1658
157	998
157	1032
157	1161
181	905
181	1140
181	31
181	90
181	639
181	1611
181	1642
181	3
181	1240
181	1482
181	253
181	987
181	527
181	1072
181	640
181	1024
181	50
181	315
278	1022
276	253
276	299
276	1527
276	394
276	1002
276	675
276	1198
276	654
276	1406
276	1255
276	1462
276	1444
276	1557
276	1470
276	1275
276	1337
276	75
276	1082
276	1080
276	598
276	1505
7	1302
7	1104
7	34
7	48
7	1257
7	110
7	1050
7	1084
7	771
7	1063
7	359
7	271
7	1218
7	1052
7	124
7	1099
7	932
10	1250
10	534
10	233
10	348
10	1056
10	999
10	408
10	660
284	952
284	176
201	1595
201	1388
201	1085
201	863
201	570
201	783
201	909
201	1537
201	1472
201	907
201	290
201	1102
201	798
201	608
201	1542
201	1433
287	1303
287	1027
287	580
246	505
246	253
246	815
246	1655
246	1003
246	1165
246	1325
246	1175
242	1377
249	481
249	74
249	979
249	836
249	758
249	315
249	67
99	711
99	960
99	303
99	234
99	336
99	82
178	467
178	777
178	537
178	77
178	936
178	383
178	1163
178	1105
178	1292
178	1486
178	1208
251	1361
251	1419
251	576
251	1213
81	203
81	1368
81	1521
260	1027
25	1023
25	954
25	1375
25	455
59	152
59	665
59	563
59	780
59	1468
59	1506
59	1211
59	1096
59	672
59	763
59	662
59	888
59	857
59	567
59	455
59	1175
72	1427
72	153
72	1641
72	1663
72	852
72	918
87	1211
87	1639
87	1068
87	884
87	408
87	672
87	574
87	1140
87	337
42	1069
42	367
42	246
42	379
42	1297
42	1202
42	1001
42	852
292	1224
292	517
292	451
292	418
292	1201
20	424
20	334
13	1315
13	583
13	1308
13	932
13	1300
13	1416
13	1015
13	1675
13	593
13	1065
13	595
13	1319
13	1110
13	1204
13	1410
13	1426
13	628
13	1468
13	366
13	1599
13	577
13	460
13	1469
13	456
13	996
13	680
138	388
138	1033
138	731
60	55
60	1235
60	1349
60	1222
60	1617
60	579
60	1611
60	150
60	1378
57	1326
57	721
57	705
57	1296
57	785
223	1054
223	1457
223	1137
223	1349
223	250
189	688
189	1493
189	1356
189	1456
189	272
189	307
189	583
189	1261
243	1005
243	136
243	205
243	1297
92	319
92	1568
92	499
92	853
92	1467
92	646
92	1066
92	694
92	1061
92	775
92	733
92	981
92	1228
92	308
92	564
92	711
241	1522
254	1345
254	1224
254	960
254	1303
254	1191
254	1445
254	1384
293	723
293	1655
293	201
293	1605
293	641
293	611
293	1138
293	94
293	1567
293	1660
293	752
293	1345
293	1239
293	762
293	1290
293	1440
127	868
222	469
222	912
222	923
222	947
222	1073
222	443
222	1446
222	1559
222	434
222	1253
222	581
222	439
222	1312
222	918
222	774
222	1298
267	664
267	1256
267	1280
267	862
267	1164
267	117
267	1332
267	1372
11	1512
11	961
11	476
11	248
11	101
11	348
11	1277
11	1578
8	1555
8	1416
8	20
162	626
162	1334
279	1276
279	1403
279	1505
279	916
279	1636
279	1166
279	1477
279	91
279	1513
279	738
279	582
279	110
279	1085
279	1664
279	931
279	1318
279	699
279	213
145	1654
145	801
145	1016
145	1293
145	1442
145	248
145	94
145	24
145	843
145	1314
145	679
145	283
145	522
28	703
28	1128
28	1221
28	270
135	7
135	967
135	123
32	1339
32	1619
90	1309
90	1518
90	1090
90	645
90	231
90	567
90	1250
90	1547
90	1436
90	1541
90	326
90	949
216	1607
216	307
216	335
216	921
216	798
216	305
250	199
250	1385
250	972
250	1351
250	776
271	544
271	1506
271	75
271	1363
271	1134
271	131
271	492
271	53
271	611
271	1644
271	245
271	1521
265	1353
265	81
198	1241
198	716
198	420
198	686
198	1440
198	1467
198	1084
198	1292
168	1208
168	1155
168	762
110	125
110	623
110	1343
110	880
110	102
110	76
58	224
58	532
58	619
58	1168
58	1046
58	372
58	794
237	188
237	921
94	248
94	1484
94	258
94	599
94	1315
94	498
94	494
94	724
94	931
94	113
94	674
94	87
94	1067
94	940
94	1078
94	291
128	1217
128	1109
128	1353
128	658
128	781
128	153
128	406
128	127
44	1279
44	1597
44	61
44	435
44	1348
44	1315
44	309
264	1202
264	1258
264	1058
264	748
264	890
41	1299
41	915
41	57
82	806
82	75
82	1143
82	815
82	1158
82	964
82	973
262	1169
262	620
262	289
262	605
262	851
262	637
262	1450
174	698
174	256
174	307
174	443
174	500
174	863
174	218
174	890
43	436
43	1115
43	384
43	635
43	999
43	442
43	675
43	896
43	1622
84	817
84	1098
84	531
269	468
269	317
269	1079
269	827
269	860
269	1112
269	392
269	280
269	313
269	1456
269	1616
269	1204
269	19
259	700
259	42
85	930
85	233
85	344
85	1017
85	823
85	1159
85	1437
85	869
85	1406
85	396
85	1523
85	724
213	1607
213	202
213	34
213	559
213	893
213	1285
121	804
121	317
121	1538
49	1672
49	275
49	157
49	974
49	1469
49	1391
49	749
49	51
49	1422
155	1329
68	1604
68	1417
172	744
172	1387
19	566
268	1510
268	731
268	1167
268	1000
268	965
268	1217
268	377
268	547
268	1278
268	692
268	1487
268	387
268	171
268	742
5	1190
5	1619
5	64
5	118
5	1413
5	1305
5	729
80	932
80	1187
66	1048
66	341
18	722
18	337
18	1056
18	433
18	1395
18	1475
18	1303
18	1034
18	681
18	1372
18	128
18	1182
26	1126
26	390
26	1535
26	225
26	183
130	650
130	1110
130	1376
130	831
130	1513
130	316
130	860
130	120
130	743
130	136
130	1551
130	77
130	986
130	521
130	688
256	836
256	446
256	1313
256	1331
256	832
256	1279
256	338
256	536
256	1108
1	397
1	339
1	1478
1	1378
1	1470
1	1217
1	1409
1	729
1	478
1	1599
1	1094
56	341
56	330
56	638
56	1617
56	1031
56	338
56	374
56	1310
15	727
15	807
15	1365
15	543
15	60
207	888
207	824
207	1164
207	372
207	1282
207	1409
207	607
207	1066
207	32
207	1573
232	1676
232	80
232	1326
232	1032
52	486
52	1188
52	1387
161	143
161	1100
161	780
148	652
148	835
148	945
125	133
125	784
125	727
125	370
125	604
125	1632
125	1065
125	579
83	1479
83	1397
83	1107
83	886
83	1229
83	1380
83	794
272	397
272	956
272	952
151	1658
151	1129
151	1333
151	1111
151	1066
151	145
151	1290
151	1089
151	1510
151	1490
151	311
151	896
151	269
54	1101
54	1366
54	1110
16	311
16	1116
16	681
16	1086
16	829
16	1035
91	448
91	1544
91	467
91	496
294	1595
294	1345
294	253
294	1307
294	423
294	174
229	917
229	1043
36	942
70	740
70	189
70	431
70	78
70	781
70	1626
14	563
14	1200
14	513
14	595
295	1284
295	1164
295	803
295	1514
295	89
295	314
295	979
295	1547
233	337
233	706
233	1371
233	58
233	1640
214	438
214	1488
214	911
214	1124
214	158
214	47
192	508
192	304
100	1473
100	1302
100	165
307	238
307	293
307	617
307	760
307	764
297	907
297	1433
297	668
297	1152
297	304
297	54
297	1107
297	1452
193	1269
193	54
193	1495
193	670
193	1507
113	1654
113	1321
113	1244
275	940
275	604
275	412
275	214
219	361
219	739
218	121
218	645
218	1388
123	568
123	870
123	1112
158	1522
158	635
158	628
158	749
158	1322
158	214
158	87
302	1642
23	330
23	1349
23	1436
23	1283
23	352
23	1080
23	1120
296	1596
296	699
296	968
296	223
296	1268
296	216
33	563
154	272
154	811
154	739
77	1216
77	20
77	509
270	1634
270	454
270	347
270	501
270	1137
270	431
187	1403
187	31
187	1587
170	303
101	1335
101	1454
101	1600
184	1341
184	243
184	623
184	299
184	1487
184	1179
184	437
184	1485
184	1581
184	453
184	1615
112	1057
112	1431
133	512
133	244
215	1555
215	1537
215	1147
215	1125
69	276
69	1326
69	152
104	31
104	852
104	837
104	1179
104	369
240	900
144	39
144	1233
144	350
144	206
144	1169
144	1091
144	1148
144	1058
144	34
191	1589
191	199
61	912
142	1275
142	865
177	83
177	26
177	1158
177	1066
177	1454
203	35
203	224
21	1282
21	624
21	623
21	1413
21	1499
21	342
21	1485
21	1352
197	702
197	832
197	468
197	833
197	610
134	403
180	1506
180	130
180	753
236	1317
236	1305
236	243
236	436
236	478
263	1191
263	1664
263	1506
263	459
263	1012
109	1103
109	457
109	982
109	259
109	319
109	1429
109	1321
109	661
109	115
109	544
64	640
64	1314
64	1077
64	102
64	1037
64	752
64	1189
64	1471
114	1073
114	16
239	685
239	1457
239	1209
239	542
239	1104
239	112
239	698
117	1121
117	1304
117	679
117	1167
65	1241
65	115
65	1342
65	441
137	1414
137	1245
257	925
257	133
257	483
111	1345
285	1545
285	1630
96	45
96	1137
96	1040
116	32
116	520
116	1302
116	1490
116	138
116	1402
73	1225
73	590
73	362
221	981
221	878
221	1488
221	1509
221	270
221	365
235	236
235	954
235	602
235	690
164	192
164	187
164	418
281	1519
281	721
182	328
182	1512
129	1104
129	514
45	778
45	1011
131	353
131	799
230	613
230	946
230	1041
230	206
230	1643
230	729
126	1451
126	860
231	992
280	258
280	1530
280	24
280	1483
280	1568
280	1175
280	65
280	1507
280	249
280	511
280	747
288	895
288	1256
288	1602
152	1679
152	1235
152	613
152	1171
152	851
217	365
217	227
217	99
217	494
79	158
79	816
79	231
75	1605
75	150
75	750
75	1055
245	396
282	1474
78	723
118	155
118	1638
118	1477
283	1610
283	1248
283	704
171	189
171	1652
107	542
226	189
226	151
306	901
306	583
173	1349
173	638
185	1265
185	1292
150	728
150	642
274	1439
274	475
274	232
188	929
188	414
188	988
188	1213
188	242
48	509
48	781
48	818
311	942
311	254
311	1212
311	617
311	458
311	1611
311	360
311	1082
311	1421
311	1042
311	379
311	1121
165	731
165	900
208	1099
208	534
2	62
2	226
2	1034
205	1172
248	1223
248	23
248	1208
93	535
159	887
159	886
159	922
159	623
159	906
146	1047
146	653
29	1524
29	1235
156	848
156	877
37	993
37	880
37	1558
141	1455
141	496
141	917
141	1437
141	1019
195	650
195	346
195	1024
195	481
108	1367
108	849
47	1233
255	825
255	1163
255	1224
255	1373
89	1612
89	1061
89	360
89	1168
140	868
190	174
190	107
190	840
24	1260
24	1167
24	487
17	513
17	1453
313	711
313	1619
313	280
313	653
313	1363
313	1119
313	1054
313	1172
313	1547
313	212
313	436
53	512
53	1681
124	749
149	1179
149	556
176	726
176	1038
176	454
106	262
106	512
106	1191
312	1509
312	577
312	237
312	699
312	67
312	1456
312	231
312	1592
312	127
175	977
175	167
153	594
220	1051
143	767
199	1318
199	735
202	880
277	1295
277	1152
277	1319
206	1208
206	1679
206	885
76	1501
76	1547
76	362
76	245
314	1079
314	550
314	1441
314	1124
314	1232
314	1283
314	231
314	1344
314	1157
314	758
136	1239
136	1369
179	1337
179	1468
4	1481
304	666
304	604
3	1338
3	887
3	731
227	1383
227	1284
227	1399
252	122
212	550
310	1379
35	1323
147	521
105	1041
34	632
71	1294
71	1159
51	1567
204	1167
204	1327
315	1656
315	902
315	1503
315	83
31	846
31	374
316	1338
316	431
316	121
103	455
103	1333
318	1574
318	1482
318	1642
318	60
318	1501
318	1518
318	1407
30	1338
30	66
120	1091
120	1410
46	777
46	1324
289	257
289	1305
209	878
209	919
261	292
261	967
88	170
9	668
247	1109
247	964
321	1112
321	393
321	1051
321	1072
321	1213
266	1077
74	1552
74	1006
238	1391
238	509
319	1086
323	115
323	1513
323	1087
323	357
67	739
67	1275
211	23
211	1206
98	1623
98	140
12	1339
12	76
12	86
40	17
40	1108
258	1336
228	714
325	1047
325	414
325	251
325	1574
325	981
325	31
320	1160
320	113
320	746
320	1499
320	1048
320	14
320	1273
326	795
326	447
326	137
326	1278
326	1142
326	1628
326	783
326	1500
327	1541
327	800
327	1627
327	1612
327	697
327	704
327	141
327	291
327	923
327	634
327	1461
327	1027
183	1274
183	1323
183	1381
328	842
328	1071
328	561
328	335
328	142
328	1177
328	824
328	140
328	1564
328	266
328	590
328	1351
322	1094
322	927
322	1421
330	716
330	1260
330	780
330	436
330	546
330	1165
27	431
331	1453
331	103
331	696
332	887
332	1638
332	126
332	737
332	1297
332	388
332	171
332	960
329	1423
329	1564
329	961
86	1429
139	144
300	528
163	564
333	1186
333	547
334	1197
334	1392
334	1275
334	1474
334	1393
334	1417
334	786
334	165
334	1326
334	1300
334	958
334	692
334	1227
334	1143
39	1573
324	681
324	36
324	130
132	206
336	1237
336	470
336	685
336	1046
336	1542
336	183
335	1404
169	347
169	1027
338	422
338	545
338	1611
339	1204
339	558
339	334
339	1182
339	1524
339	415
339	1342
339	1067
339	1010
339	1076
339	456
309	579
342	1449
342	1429
342	919
342	419
342	1244
342	628
342	1045
342	1481
342	953
340	680
340	1620
317	86
341	1066
343	445
343	537
343	457
343	1610
343	1314
343	1065
343	605
343	634
343	1222
343	1253
344	418
344	983
344	759
344	1022
344	515
344	1456
344	1347
344	1679
345	688
345	1164
345	592
345	647
345	1080
345	626
345	955
345	1404
345	671
345	1191
346	1137
346	1371
346	483
346	1374
346	1501
346	1079
346	274
346	242
347	392
347	796
347	761
347	1323
347	1623
347	492
347	1638
347	1101
273	1145
55	456
349	718
349	427
348	1072
348	916
348	295
354	1457
354	1324
354	598
354	1323
354	241
354	1184
354	620
354	219
354	36
354	912
351	718
351	665
358	1221
358	201
